card_number,tier,rank,name,alignment,element,faction,hp,atk,rapid,charge,defense,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,move_9,flavor_text,construct_sprite,source_identities,color_palette
ETA-4528,ETA,8,ChronoGon,Demonic,Wind,ABYSSAL CABAL,1463,108,28,24,98,Breeze Lock,Gale Slam,Draft Cleanse,Gale Overdrive,Breeze Shield,Breeze Suppress,Gale Cataclysm,Breeze Barrage,Breeze Charge,ChronoGon claws forth from the PANDEMONIUM NET. Wind burns in its wake.,ETA-4528_ChronoGon_idle.png,ID.7696|ID.2291|ID.9987,"[148, 34, 205]"
ETA-4529,ETA,8,Kryur,Viral,Plasma,ROT CLUSTER,1260,137,22,30,110,Ion Barrage,Ion Charge,Nebula Stun,Star Shield,Nebula Charge,Star Drain,Star Terminus,Star Empower,Ion Overdrive,Strain Kryur breaches containment. Plasma-mutation sequence active. Quarantine failed.,ETA-4529_Kryur_idle.png,ID.2139|ID.5244|ID.6267,"[249, 121, 92]"
ETA-4530,ETA,8,Vorphos,Viral,Water,ROT CLUSTER,1599,145,25,20,112,Depth Drain,Surge Empower,Abyss Overdrive,Current Shield,Surge Silence,Abyss Rush,Tide Charge,Abyss Cataclysm,Depth Strike,Strain Vorphos breaches containment. Water-mutation sequence active. Quarantine failed.,ETA-4530_Vorphos_idle.png,ID.4697|ID.4823|ID.5563,"[6, 128, 187]"
ETA-4531,ETA,8,EternalTor,Viral,Crystal,PHAGE CELL,1246,100,27,32,115,Geode Onslaught,Facet Boost,Geode Stun,Shard Silence,Gem Onslaught,Shard Rush,Gem Zenith,Facet Cleanse,Lattice Cataclysm,Strain EternalTor breaches containment. Crystal-mutation sequence active. Quarantine failed.,ETA-4531_EternalTor_idle.png,ID.2067|ID.4534|ID.7421,"[215, 105, 7]"
ETA-4532,ETA,8,Sol Protocol,Mechanical,Time,PROTOCOL DIVISION,1105,114,20,32,105,Epoch Restore,Era Restore,Loop Bind,Chrono Onslaught,Loop Suppress,Chrono Cataclysm,Loop Onslaught,Shift Onslaught,Era Catalyst,Unit Sol Protocol deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Time.,ETA-4532_Sol_Protocol_idle.png,ID.3486|ID.2044|ID.2811,"[249, 122, 240]"
ETA-4533,ETA,8,Vion Plague,Viral,Ice,CORRUPTED SECTOR,1299,119,22,26,111,Chill Strike,Glacier Drain,Freeze Cataclysm,Freeze Restore,Chill Strike,Crystal Boost,Glacier Bind,Glacier Terminus,Hail Rush,Strain Vion Plague breaches containment. Ice-mutation sequence active. Quarantine failed.,ETA-4533_Vion_Plague_idle.png,ID.2553|ID.7296|ID.3154,"[208, 111, 183]"
ETA-4534,ETA,8,Dris Seraph,Angelic,Blood,LUMINA SECT,1671,133,20,30,89,Vital Suppress,Pulse Catalyst,Vital Catalyst,Vein Restore,Vein Shield,Pulse Barrage,Sanguine Barrage,Sanguine Rush,Pulse Stun,Dris Seraph descends from the ASTRUM DIVISION. Blood radiance shields the faithful.,ETA-4534_Dris_Seraph_idle.png,ID.4730|ID.8519|ID.8826,"[72, 183, 234]"
ETA-4535,ETA,8,Rios Drone,Mechanical,Ice,SYNTHETIC NETWORK,1295,147,22,27,134,Hail Onslaught,Freeze Strike,Glacier Onslaught,Frost Overdrive,Hail Bind,Crystal Cleanse,Glacier Boost,Hail Zenith,Hail Silence,Unit Rios Drone deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Ice.,ETA-4535_Rios_Drone_idle.png,ID.5693|ID.3300|ID.8693,"[86, 221, 90]"
ETA-4536,ETA,8,Brykros,Viral,Earth,CORRUPTED SECTOR,1394,106,25,21,77,Terra Cataclysm,Mountain Shield,Terra Zenith,Fissure Charge,Terra Stun,Mountain Slam,Stone Barrage,Quake Cleanse,Fissure Bind,Strain Brykros breaches containment. Earth-mutation sequence active. Quarantine failed.,ETA-4536_Brykros_idle.png,ID.3319|ID.9725|ID.2692,"[115, 240, 174]"
ETA-4537,ETA,8,Nyxan,Angelic,Lightning,HALO CORE,1433,117,21,27,103,Spark Ward,Volt Bind,Static Cataclysm,Surge Lock,Surge Barrage,Volt Catalyst,Arc Strike,Static Boost,Arc Slam,Nyxan descends from the HALO CORE. Lightning radiance shields the faithful.,ETA-4537_Nyxan_idle.png,ID.5786|ID.7039|ID.2485,"[235, 30, 130]"
ETA-4538,ETA,8,Vorur,Mechanical,Earth,SYNTHETIC NETWORK,1666,110,26,23,102,Stone Drain,Terra Onslaught,Fissure Cleanse,Stone Boost,Fissure Strike,Terra Apotheosis,Core Slam,Quake Cataclysm,Mountain Silence,Unit Vorur deployed from GEAR SECT. Core temperature stable. Elemental sync: Earth.,ETA-4538_Vorur_idle.png,ID.5827|ID.4940|ID.8199,"[236, 68, 252]"
ETA-4539,ETA,8,Drail,Viral,Gravity,INFECTION VECTOR,1036,104,22,23,70,Mass Cleanse,Mass Onslaught,Mass Lock,Weight Onslaught,Weight Slam,Pull Catalyst,Crush Overdrive,Singularity Lock,Crush Cleanse,Strain Drail breaches containment. Gravity-mutation sequence active. Quarantine failed.,ETA-4539_Drail_idle.png,ID.4215|ID.4924|ID.2482,"[157, 69, 60]"
ETA-4540,ETA,8,Cellis,Viral,Poison,ROT CLUSTER,1397,113,23,29,94,Miasma Drain,Venom Rush,Blight Cataclysm,Blight Apotheosis,Contagion Barrage,Contagion Bind,Contagion Charge,Venom Empower,Plague Shield,Strain Cellis breaches containment. Poison-mutation sequence active. Quarantine failed.,ETA-4540_Cellis_idle.png,ID.9277|ID.3442|ID.1306,"[21, 81, 50]"
ETA-4541,ETA,8,Myrthar,Angelic,Plasma,HALO CORE,1245,133,27,32,120,Nebula Catalyst,Star Boost,Solar Zenith,Star Bind,Star Slam,Solar Barrage,Solar Stun,Nebula Barrage,Nebula Boost,Myrthar descends from the HALO CORE. Plasma radiance shields the faithful.,ETA-4541_Myrthar_idle.png,ID.1489|ID.1309|ID.1771,"[68, 53, 145]"
ETA-4542,ETA,8,Axirios,Viral,Crystal,INFECTION VECTOR,1608,133,20,32,133,Gem Slam,Geode Silence,Geode Overdrive,Shard Shield,Gem Empower,Shard Stun,Facet Zenith,Geode Onslaught,Shard Rush,Strain Axirios breaches containment. Crystal-mutation sequence active. Quarantine failed.,ETA-4542_Axirios_idle.png,ID.5839|ID.5381|ID.8220,"[123, 67, 197]"
ETA-4543,ETA,8,PhantomVion,Demonic,Lightning,BRIMSTONE CELL,1440,148,21,30,137,Thunder Stun,Volt Empower,Spark Drain,Static Empower,Spark Catalyst,Spark Onslaught,Thunder Rush,Surge Charge,Static Cataclysm,PhantomVion claws forth from the BRIMSTONE CELL. Lightning burns in its wake.,ETA-4543_PhantomVion_idle.png,ID.1492|ID.8324|ID.1948,"[41, 72, 162]"
ETA-4544,ETA,8,CelestialTor,Angelic,Light,LUMINA SECT,1481,136,18,32,127,Lumen Rush,Prism Barrage,Dawn Onslaught,Dawn Cleanse,Prism Stun,Radiance Terminus,Radiance Silence,Solar Restore,Solar Overdrive,CelestialTor descends from the LUMINA SECT. Light radiance shields the faithful.,ETA-4544_CelestialTor_idle.png,ID.2757|ID.7800|ID.4671,"[59, 99, 14]"
ETA-4545,ETA,8,Zyron,Mechanical,Dark,GEAR SECT,1159,110,24,21,121,Umbra Boost,Void Drain,Eclipse Stun,Void Strike,Abyss Terminus,Shadow Terminus,Umbra Barrage,Umbra Empower,Umbra Charge,Unit Zyron deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Dark.,ETA-4545_Zyron_idle.png,ID.2304|ID.9972|ID.2045,"[24, 175, 16]"
ETA-4546,ETA,8,Omtor,Demonic,Metal,ABYSSAL CABAL,1183,145,21,27,101,Alloy Silence,Steel Strike,Forge Apotheosis,Forge Overdrive,Steel Drain,Iron Restore,Iron Rush,Titan Boost,Alloy Strike,Omtor claws forth from the VOID CULT. Metal burns in its wake.,ETA-4546_Omtor_idle.png,ID.1494|ID.5247|ID.9272,"[139, 153, 7]"
ETA-4547,ETA,8,Bryis,Angelic,Metal,LUMINA SECT,1552,148,21,30,122,Forge Slam,Steel Stun,Steel Cleanse,Steel Catalyst,Alloy Barrage,Forge Charge,Forge Stun,Forge Cleanse,Iron Terminus,Bryis descends from the LUMINA SECT. Metal radiance shields the faithful.,ETA-4547_Bryis_idle.png,ID.7168|ID.6231|ID.9699,"[127, 179, 18]"
ETA-4548,ETA,8,Lyror,Angelic,Light,HALO CORE,1581,99,21,31,123,Lumen Apotheosis,Radiance Zenith,Dawn Strike,Beam Slam,Prism Bind,Beam Charge,Solar Cleanse,Lumen Ward,Lumen Lock,Lyror descends from the HALO CORE. Light radiance shields the faithful.,ETA-4548_Lyror_idle.png,ID.6858|ID.5825|ID.2025,"[110, 32, 166]"
ETA-4549,ETA,8,Xalkros,Viral,Nature,INFECTION VECTOR,1603,139,28,20,114,Canopy Ward,Thorn Strike,Spore Cataclysm,Spore Apotheosis,Canopy Rush,Spore Stun,Root Stun,Thorn Strike,Thorn Restore,Strain Xalkros breaches containment. Nature-mutation sequence active. Quarantine failed.,ETA-4549_Xalkros_idle.png,ID.3236|ID.1339|ID.7228,"[58, 183, 14]"
ETA-4550,ETA,8,VoidNir,Viral,Fire,ROT CLUSTER,1306,126,27,27,139,Combust Charge,Ember Silence,Blaze Shield,Blaze Shield,Ember Suppress,Ignite Terminus,Scorch Strike,Ember Cataclysm,Scorch Slam,Strain VoidNir breaches containment. Fire-mutation sequence active. Quarantine failed.,ETA-4550_VoidNir_idle.png,ID.7257|ID.6371|ID.3386,"[203, 32, 157]"
ETA-4551,ETA,8,DigitalMion,Mechanical,Sound,IRON CORTEX,1394,84,25,26,119,Wave Suppress,Frequency Strike,Resonance Onslaught,Pulse Charge,Wave Bind,Frequency Terminus,Wave Cleanse,Wave Shield,Resonance Apotheosis,Unit DigitalMion deployed from GEAR SECT. Core temperature stable. Elemental sync: Sound.,ETA-4551_DigitalMion_idle.png,ID.5451|ID.7315|ID.9504,"[250, 167, 232]"
ETA-4552,ETA,8,Helas,Viral,Water,ROT CLUSTER,1276,117,28,24,101,Tide Charge,Tide Restore,Current Stun,Torrent Catalyst,Surge Boost,Surge Slam,Abyss Barrage,Surge Cataclysm,Torrent Bind,Strain Helas breaches containment. Water-mutation sequence active. Quarantine failed.,ETA-4552_Helas_idle.png,ID.6758|ID.9462|ID.2548,"[176, 162, 128]"
ETA-4553,ETA,8,Kaeldra,Viral,Water,PHAGE CELL,1135,114,27,30,98,Depth Charge,Depth Cleanse,Surge Charge,Abyss Boost,Surge Strike,Current Silence,Torrent Cataclysm,Depth Terminus,Torrent Stun,Strain Kaeldra breaches containment. Water-mutation sequence active. Quarantine failed.,ETA-4553_Kaeldra_idle.png,ID.3814|ID.4900|ID.2914,"[81, 118, 219]"
ETA-4554,ETA,8,NeuralVax,Demonic,Plasma,VOID CULT,1594,136,20,32,139,Ion Ward,Solar Terminus,Star Slam,Nebula Lock,Star Onslaught,Ion Cleanse,Ion Onslaught,Fusion Overdrive,Fusion Silence,NeuralVax claws forth from the VOID CULT. Plasma burns in its wake.,ETA-4554_NeuralVax_idle.png,ID.8135|ID.9985|ID.8754,"[255, 248, 85]"
ETA-4555,ETA,8,Omvius,Viral,Wind,ROT CLUSTER,1242,133,25,26,104,Breeze Barrage,Breeze Bind,Zephyr Charge,Draft Silence,Gale Cleanse,Cyclone Apotheosis,Cyclone Onslaught,Breeze Zenith,Zephyr Ward,Strain Omvius breaches containment. Wind-mutation sequence active. Quarantine failed.,ETA-4555_Omvius_idle.png,ID.4040|ID.3453|ID.1228,"[178, 64, 0]"
ETA-4556,ETA,8,DigitalLis,Mechanical,Metal,GEAR SECT,1209,82,22,23,124,Titan Silence,Steel Terminus,Plate Charge,Titan Boost,Steel Rush,Forge Stun,Iron Ward,Alloy Catalyst,Steel Rush,Unit DigitalLis deployed from SYNTHETIC NETWORK. Core temperature stable. Elemental sync: Metal.,ETA-4556_DigitalLis_idle.png,ID.3239|ID.9743|ID.8621,"[100, 148, 133]"
ETA-4557,ETA,8,Rios Reaver,Demonic,Lightning,VOID CULT,1236,127,26,21,74,Surge Terminus,Spark Stun,Static Rush,Arc Strike,Thunder Zenith,Surge Charge,Arc Ward,Static Bind,Thunder Shield,Rios Reaver claws forth from the BRIMSTONE CELL. Lightning burns in its wake.,ETA-4557_Rios_Reaver_idle.png,ID.4974|ID.6409|ID.8012,"[68, 43, 169]"
ETA-4558,ETA,8,Helvire,Viral,Gravity,CORRUPTED SECTOR,1228,142,27,20,121,Anchor Apotheosis,Mass Rush,Crush Empower,Pull Suppress,Pull Onslaught,Weight Cleanse,Pull Terminus,Singularity Slam,Crush Drain,Strain Helvire breaches containment. Gravity-mutation sequence active. Quarantine failed.,ETA-4558_Helvire_idle.png,ID.5788|ID.5778|ID.1381,"[235, 113, 27]"
ETA-4559,ETA,8,Mion Vector,Viral,Plasma,INFECTION VECTOR,1444,98,24,22,103,Fusion Cataclysm,Ion Overdrive,Ion Barrage,Ion Strike,Fusion Shield,Flux Empower,Star Bind,Star Charge,Star Suppress,Strain Mion Vector breaches containment. Plasma-mutation sequence active. Quarantine failed.,ETA-4559_Mion_Vector_idle.png,ID.7515|ID.2888|ID.5978,"[150, 123, 197]"
ETA-4560,ETA,8,LunarMorn,Demonic,Metal,BRIMSTONE CELL,1491,107,24,26,102,Forge Silence,Plate Lock,Titan Onslaught,Titan Restore,Plate Onslaught,Forge Empower,Plate Terminus,Plate Strike,Iron Zenith,LunarMorn claws forth from the VOID CULT. Metal burns in its wake.,ETA-4560_LunarMorn_idle.png,ID.7075|ID.5603|ID.8191,"[168, 75, 132]"
ETA-4561,ETA,8,Mire Saint,Angelic,Fire,CELESTIAL ORDER,1274,143,23,31,97,Inferno Charge,Scorch Empower,Combust Bind,Ignite Rush,Combust Zenith,Ember Restore,Ember Stun,Ignite Slam,Combust Overdrive,Mire Saint descends from the ASTRUM DIVISION. Fire radiance shields the faithful.,ETA-4561_Mire_Saint_idle.png,ID.5494|ID.3864|ID.3157,"[81, 47, 140]"
ETA-4562,ETA,8,Helor,Viral,Lightning,PHAGE CELL,1567,140,22,21,77,Arc Drain,Arc Rush,Static Silence,Surge Terminus,Volt Ward,Arc Onslaught,Surge Cleanse,Volt Onslaught,Volt Cataclysm,Strain Helor breaches containment. Lightning-mutation sequence active. Quarantine failed.,ETA-4562_Helor_idle.png,ID.7657|ID.7365|ID.1683,"[237, 199, 46]"
ETA-4563,ETA,8,PrimePher,Mechanical,Blood,SYNTHETIC NETWORK,1472,106,20,21,105,Vital Shield,Vein Charge,Vital Cataclysm,Sanguine Charge,Vein Bind,Hemorrhage Lock,Vein Zenith,Hemorrhage Onslaught,Sanguine Restore,Unit PrimePher deployed from IRON CORTEX. Core temperature stable. Elemental sync: Blood.,ETA-4563_PrimePher_idle.png,ID.1086|ID.4601|ID.2864,"[145, 81, 4]"
ETA-4564,ETA,8,Phos Archon,Angelic,Void,CELESTIAL ORDER,1655,112,26,30,113,Erase Barrage,Null Drain,Null Drain,Abyss Zenith,Zero Cleanse,Null Rush,Entropy Cleanse,Abyss Slam,Collapse Catalyst,Phos Archon descends from the LUMINA SECT. Void radiance shields the faithful.,ETA-4564_Phos_Archon_idle.png,ID.8771|ID.9454|ID.9722,"[97, 240, 115]"
ETA-4565,ETA,8,Gorn Fiend,Demonic,Gravity,PANDEMONIUM NET,1074,121,22,20,98,Crush Catalyst,Pull Slam,Weight Suppress,Pull Strike,Pull Silence,Anchor Boost,Mass Boost,Mass Zenith,Weight Rush,Gorn Fiend claws forth from the ABYSSAL CABAL. Gravity burns in its wake.,ETA-4565_Gorn_Fiend_idle.png,ID.2442|ID.9199|ID.5870,"[254, 7, 155]"
ETA-4566,ETA,8,Pher Mutant,Viral,Time,INFECTION VECTOR,1503,111,23,27,92,Era Cleanse,Loop Slam,Epoch Bind,Paradox Apotheosis,Epoch Onslaught,Shift Restore,Chrono Slam,Shift Suppress,Paradox Overdrive,Strain Pher Mutant breaches containment. Time-mutation sequence active. Quarantine failed.,ETA-4566_Pher_Mutant_idle.png,ID.9533|ID.8197|ID.1462,"[87, 144, 61]"
ETA-4567,ETA,8,NeuralKros,Demonic,Metal,BRIMSTONE CELL,1048,104,23,29,65,Forge Slam,Alloy Catalyst,Titan Slam,Forge Terminus,Steel Cleanse,Iron Suppress,Iron Strike,Forge Boost,Plate Lock,NeuralKros claws forth from the VOID CULT. Metal burns in its wake.,ETA-4567_NeuralKros_idle.png,ID.4242|ID.5136|ID.6813,"[251, 245, 240]"
ETA-4568,ETA,8,PrimeVax,Demonic,Dark,BRIMSTONE CELL,1491,130,23,24,70,Void Zenith,Void Drain,Eclipse Strike,Shadow Onslaught,Night Cleanse,Shadow Shield,Void Silence,Void Catalyst,Night Slam,PrimeVax claws forth from the VOID CULT. Dark burns in its wake.,ETA-4568_PrimeVax_idle.png,ID.2948|ID.2525|ID.5171,"[20, 99, 148]"
ETA-4569,ETA,8,Lunrios,Demonic,Blood,ABYSSAL CABAL,1472,115,26,26,87,Vein Catalyst,Sanguine Rush,Vital Barrage,Sanguine Suppress,Sanguine Restore,Pulse Overdrive,Vital Bind,Crimson Cleanse,Vein Barrage,Lunrios claws forth from the PANDEMONIUM NET. Blood burns in its wake.,ETA-4569_Lunrios_idle.png,ID.4266|ID.3308|ID.3699,"[232, 157, 168]"
ETA-4570,ETA,8,Myrion,Mechanical,Crystal,SYNTHETIC NETWORK,1197,121,26,20,100,Geode Empower,Shard Suppress,Prism Suppress,Shard Onslaught,Gem Charge,Facet Empower,Lattice Overdrive,Shard Rush,Gem Overdrive,Unit Myrion deployed from IRON CORTEX. Core temperature stable. Elemental sync: Crystal.,ETA-4570_Myrion_idle.png,ID.7971|ID.8427|ID.5547,"[41, 62, 44]"
ETA-4571,ETA,8,Sion Horror,Demonic,Sound,ABYSSAL CABAL,1510,133,21,24,122,Echo Cataclysm,Frequency Slam,Pulse Silence,Echo Strike,Resonance Drain,Echo Terminus,Wave Restore,Tone Cleanse,Frequency Rush,Sion Horror claws forth from the VOID CULT. Sound burns in its wake.,ETA-4571_Sion_Horror_idle.png,ID.7618|ID.2978|ID.3729,"[43, 231, 136]"
ETA-4572,ETA,8,QuantumVius,Angelic,Blood,HALO CORE,1495,141,28,29,85,Hemorrhage Onslaught,Crimson Shield,Vital Empower,Crimson Suppress,Vein Catalyst,Pulse Lock,Vital Apotheosis,Vital Rush,Sanguine Charge,QuantumVius descends from the LUMINA SECT. Blood radiance shields the faithful.,ETA-4572_QuantumVius_idle.png,ID.8221|ID.6017|ID.7385,"[132, 27, 23]"
ETA-4573,ETA,8,Zire Mutant,Viral,Fire,CORRUPTED SECTOR,1479,132,20,22,132,Blaze Cataclysm,Ignite Slam,Ignite Restore,Blaze Overdrive,Inferno Ward,Blaze Silence,Ember Barrage,Ignite Suppress,Inferno Strike,Strain Zire Mutant breaches containment. Fire-mutation sequence active. Quarantine failed.,ETA-4573_Zire_Mutant_idle.png,ID.2063|ID.5228|ID.1832,"[223, 89, 62]"
ETA-4574,ETA,8,Sion Protocol,Mechanical,Water,PROTOCOL DIVISION,1393,81,25,26,84,Depth Charge,Abyss Apotheosis,Torrent Suppress,Current Empower,Torrent Cleanse,Abyss Terminus,Current Slam,Surge Stun,Torrent Strike,Unit Sion Protocol deployed from GEAR SECT. Core temperature stable. Elemental sync: Water.,ETA-4574_Sion_Protocol_idle.png,ID.4862|ID.5988|ID.4495,"[227, 202, 232]"
ETA-4575,ETA,8,Sylthar,Angelic,Fire,ASTRUM DIVISION,1648,112,26,25,90,Combust Empower,Ember Shield,Combust Slam,Ignite Strike,Combust Onslaught,Blaze Suppress,Scorch Drain,Inferno Apotheosis,Scorch Zenith,Sylthar descends from the ASTRUM DIVISION. Fire radiance shields the faithful.,ETA-4575_Sylthar_idle.png,ID.3508|ID.4218|ID.6019,"[179, 235, 201]"
ETA-4576,ETA,8,Torvex,Demonic,Time,ABYSSAL CABAL,1288,134,23,28,132,Era Zenith,Chrono Drain,Shift Restore,Era Slam,Paradox Terminus,Paradox Rush,Shift Bind,Epoch Slam,Epoch Cleanse,Torvex claws forth from the VOID CULT. Time burns in its wake.,ETA-4576_Torvex_idle.png,ID.6108|ID.4734|ID.2024,"[224, 64, 5]"
ETA-4577,ETA,8,AetherMion,Angelic,Blood,ASTRUM DIVISION,1683,90,26,32,136,Pulse Strike,Pulse Shield,Crimson Rush,Sanguine Catalyst,Vital Rush,Crimson Restore,Crimson Lock,Pulse Silence,Vital Catalyst,AetherMion descends from the LUMINA SECT. Blood radiance shields the faithful.,ETA-4577_AetherMion_idle.png,ID.6890|ID.4069|ID.8263,"[37, 2, 94]"
ETA-4578,ETA,8,StellarLis,Mechanical,Wind,SYNTHETIC NETWORK,1427,143,27,20,114,Draft Zenith,Breeze Suppress,Cyclone Boost,Squall Charge,Gale Stun,Zephyr Boost,Cyclone Onslaught,Breeze Zenith,Squall Strike,Unit StellarLis deployed from GEAR SECT. Core temperature stable. Elemental sync: Wind.,ETA-4578_StellarLis_idle.png,ID.1587|ID.9880|ID.8018,"[11, 18, 58]"
ETA-4579,ETA,8,Vorn Horror,Demonic,Time,BRIMSTONE CELL,1558,150,23,32,120,Chrono Zenith,Era Bind,Epoch Terminus,Era Barrage,Shift Ward,Chrono Empower,Loop Barrage,Chrono Charge,Chrono Drain,Vorn Horror claws forth from the PANDEMONIUM NET. Time burns in its wake.,ETA-4579_Vorn_Horror_idle.png,ID.1208|ID.9246|ID.7707,"[233, 85, 182]"
ETA-4580,ETA,8,ChronoVire,Demonic,Sound,BRIMSTONE CELL,1595,130,27,28,78,Echo Slam,Wave Terminus,Frequency Onslaught,Pulse Ward,Wave Drain,Frequency Slam,Tone Restore,Wave Bind,Pulse Apotheosis,ChronoVire claws forth from the PANDEMONIUM NET. Sound burns in its wake.,ETA-4580_ChronoVire_idle.png,ID.2184|ID.3459|ID.7573,"[37, 81, 116]"
ETA-4581,ETA,8,Vyrax,Angelic,Fire,ASTRUM DIVISION,1244,92,27,23,101,Ignite Lock,Inferno Slam,Inferno Slam,Inferno Lock,Inferno Shield,Inferno Charge,Combust Zenith,Inferno Catalyst,Inferno Empower,Vyrax descends from the ASTRUM DIVISION. Fire radiance shields the faithful.,ETA-4581_Vyrax_idle.png,ID.8470|ID.5407|ID.7697,"[27, 7, 90]"
ETA-4582,ETA,8,Vion Reaver,Demonic,Metal,BRIMSTONE CELL,1557,140,20,21,103,Iron Strike,Steel Barrage,Titan Terminus,Alloy Empower,Iron Stun,Plate Strike,Alloy Boost,Iron Catalyst,Steel Stun,Vion Reaver claws forth from the BRIMSTONE CELL. Metal burns in its wake.,ETA-4582_Vion_Reaver_idle.png,ID.3345|ID.8953|ID.3270,"[208, 14, 99]"
ETA-4583,ETA,8,Ishdros,Mechanical,Lightning,IRON CORTEX,1140,128,22,30,95,Thunder Empower,Surge Zenith,Spark Drain,Spark Shield,Thunder Onslaught,Static Barrage,Volt Drain,Thunder Onslaught,Arc Catalyst,Unit Ishdros deployed from IRON CORTEX. Core temperature stable. Elemental sync: Lightning.,ETA-4583_Ishdros_idle.png,ID.5414|ID.9050|ID.5293,"[75, 92, 100]"
ETA-4584,ETA,8,Thas Warden,Angelic,Blood,ASTRUM DIVISION,1421,109,19,25,106,Vital Suppress,Crimson Rush,Pulse Charge,Vein Barrage,Hemorrhage Restore,Vital Stun,Vital Apotheosis,Pulse Cleanse,Crimson Apotheosis,Thas Warden descends from the ASTRUM DIVISION. Blood radiance shields the faithful.,ETA-4584_Thas_Warden_idle.png,ID.2408|ID.1915|ID.1247,"[187, 106, 240]"
ETA-4585,ETA,8,Dusath,Angelic,Fire,CELESTIAL ORDER,1232,145,21,24,130,Blaze Apotheosis,Combust Bind,Ember Stun,Scorch Strike,Ignite Shield,Ignite Onslaught,Ignite Charge,Blaze Restore,Ignite Terminus,Dusath descends from the ASTRUM DIVISION. Fire radiance shields the faithful.,ETA-4585_Dusath_idle.png,ID.7088|ID.2081|ID.2104,"[205, 164, 112]"
ETA-4586,ETA,8,Pher Construct,Mechanical,Metal,SYNTHETIC NETWORK,1065,115,24,25,84,Iron Bind,Alloy Zenith,Iron Strike,Plate Cleanse,Steel Strike,Titan Ward,Alloy Suppress,Titan Overdrive,Titan Barrage,Unit Pher Construct deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Metal.,ETA-4586_Pher_Construct_idle.png,ID.5024|ID.5719|ID.7135,"[106, 202, 57]"
ETA-4587,ETA,8,Kaeleth,Viral,Plasma,PHAGE CELL,1271,145,22,26,120,Fusion Silence,Star Terminus,Ion Empower,Ion Silence,Ion Catalyst,Star Onslaught,Ion Shield,Fusion Barrage,Star Rush,Strain Kaeleth breaches containment. Plasma-mutation sequence active. Quarantine failed.,ETA-4587_Kaeleth_idle.png,ID.2576|ID.3797|ID.7277,"[239, 212, 32]"
ETA-4588,ETA,8,Solor,Demonic,Ice,ABYSSAL CABAL,1443,150,26,27,136,Hail Barrage,Freeze Lock,Hail Rush,Hail Apotheosis,Glacier Silence,Hail Catalyst,Glacier Charge,Hail Shield,Chill Empower,Solor claws forth from the BRIMSTONE CELL. Ice burns in its wake.,ETA-4588_Solor_idle.png,ID.9793|ID.8887|ID.5539,"[213, 168, 22]"
ETA-4589,ETA,8,Ulrus,Mechanical,Fire,IRON CORTEX,1195,124,22,25,95,Inferno Empower,Blaze Slam,Combust Rush,Inferno Onslaught,Ignite Lock,Ember Drain,Inferno Ward,Ignite Terminus,Combust Cataclysm,Unit Ulrus deployed from GEAR SECT. Core temperature stable. Elemental sync: Fire.,ETA-4589_Ulrus_idle.png,ID.2201|ID.5129|ID.3097,"[221, 50, 120]"
ETA-4590,ETA,8,Xenkros,Mechanical,Lightning,SYNTHETIC NETWORK,1528,103,20,23,136,Static Stun,Thunder Cleanse,Static Rush,Volt Empower,Surge Slam,Surge Catalyst,Static Rush,Volt Stun,Arc Apotheosis,Unit Xenkros deployed from PROTOCOL DIVISION. Core temperature stable. Elemental sync: Lightning.,ETA-4590_Xenkros_idle.png,ID.7746|ID.3322|ID.2686,"[188, 22, 79]"
ETA-4591,ETA,8,EtherealVion,Demonic,Plasma,BRIMSTONE CELL,1546,140,20,30,100,Nebula Stun,Ion Stun,Solar Terminus,Flux Onslaught,Solar Ward,Flux Charge,Star Barrage,Fusion Cleanse,Fusion Overdrive,EtherealVion claws forth from the BRIMSTONE CELL. Plasma burns in its wake.,ETA-4591_EtherealVion_idle.png,ID.8118|ID.3526|ID.1288,"[89, 227, 148]"
